date,open,high,low,close,volume
02/01/2013,27.7678,28.1495,27.1158,27.9268,13767900
03/01/2013,27.8314,27.8314,27.1635,27.6962,16739300
04/01/2013,27.5293,27.744,27.235,27.347,21372100
07/01/2013,27.1555,28.1893,27.1555,27.402,17897100
08/01/2013,27.2668,27.5452,26.5273,26.8056,17863300
09/01/2013,26.7261,26.9965,26.7261,26.9567,18800400
10/01/2013,26.7659,27.0362,26.5035,27.0362,15658100
11/01/2013,27.0258,27.2753,26.8327,27.235,11191500
14/01/2013,27.3638,27.5569,27.1948,27.4281,11584900
15/01/2013,27.1224,27.935,27.1224,27.8385,13040200
16/01/2013,27.7339,28.5948,27.7178,28.5948,16512700
17/01/2013,28.7637,29.5281,28.7637,29.3028,14424800
18/01/2013,29.3109,30.0269,28.9971,30.0269,17842200
22/01/2013,29.7534,29.9706,28.9086,29.3028,15809700
23/01/2013,29.6971,30.4453,29.3672,30.4131,10981600
24/01/2013,30.4051,30.9924,29.9545,30.1396,11327100
25/01/2013,30.1878,30.4453,29.4798,30.2522,8934600
28/01/2013,30.2924,30.4695,29.5361,29.681,7140100
29/01/2013,29.5361,30.1396,29.166,30.0189,8838500
30/01/2013,29.6166,30.1919,29.6166,29.7131,10841800
31/01/2013,29.6407,29.7131,29.1821,29.52,10720700
01/02/2013,29.6407,29.9304,29.3833,29.9143,9527500
04/02/2013,29.4798,30.0108,29.4074,29.9947,6348000
05/02/2013,30.1074,30.3568,29.9143,29.9304,7284400
06/02/2013,29.7373,29.9947,29.6568,29.8821,5738900
07/02/2013,30.2281,30.2281,28.804,29.3028,9872500
08/02/2013,29.2626,29.3028,28.8241,29.166,13858700
11/02/2013,29.0695,29.1097,28.7637,28.8442,6032100
12/02/2013,28.7798,28.8844,28.3212,28.4982,7473800
13/02/2013,28.4982,28.6189,28.281,28.3775,4859800
14/02/2013,28.2005,29.5522,28.1684,29.4235,7570100
15/02/2013,29.7131,30.4212,29.7131,30.2361,13296300
19/02/2013,30.2039,30.8396,29.858,30.7269,8292700
20/02/2013,30.7028,31.4832,30.2603,31.0648,8096400
21/02/2013,30.9683,31.3987,30.7269,31.2016,7260900
22/02/2013,31.2097,31.2579,30.6867,30.9442,4490400
25/02/2013,31.0085,31.0648,30.0672,30.0672,4665600
26/02/2013,30.2522,30.2522,29.7373,29.8419,4463000
27/02/2013,29.7453,29.7534,29.2867,29.5522,12238400
28/02/2013,29.4959,29.8821,29.3672,29.7051,10321000
01/03/2013,29.6086,30.6304,29.4082,30.4212,8929400
04/03/2013,30.1959,30.7752,30.1959,30.7671,5420800
05/03/2013,30.9361,31.0327,30.0028,30.1798,6650400
06/03/2013,30.22,30.4614,30.0672,30.3649,5489500
07/03/2013,30.2924,30.5821,30.1235,30.1637,4442500
08/03/2013,30.2844,30.2924,29.8982,30.043,4114500
11/03/2013,29.9706,30.6947,29.8338,30.3085,4614400
12/03/2013,30.3327,30.8154,29.8097,29.9062,6523900
13/03/2013,29.9304,30.2441,29.8016,29.9062,3710600
14/03/2013,30.1154,30.2442,29.6568,30.22,9859700
15/03/2013,30.1235,31.0085,29.9947,30.9763,12208300
18/03/2013,30.6143,30.9683,30.566,30.7028,5178700
19/03/2013,30.7752,30.8959,30.4453,30.8637,5108400
20/03/2013,30.9763,31.5315,30.9039,31.4269,7072900
21/03/2013,31.2338,31.3545,30.9602,30.9683,4736100
22/03/2013,31.0327,31.3545,30.8154,31.3545,3323400
